#BioSample	Organism group	Scientific name	Isolation type	Location	Isolation source	Isolate	Antibiotic	Resistance phenotype	Measurement sign	MIC (mg/L)	Disk diffusion (mm)	Laboratory typing platform	Vendor	Laboratory typing method version or reagent	Testing standard	Create date
SAMN26305157	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340571.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:17:43Z
SAMN26308457	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340572.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:17:52Z
SAMN26304993	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340573.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:00Z
SAMN26309123	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340574.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:08Z
SAMN26308942	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340575.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:39Z
SAMN26308994	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340576.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:48Z
SAMN26304356	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340577.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:53Z
SAMN26305197	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340578.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:18:58Z
SAMN26304533	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340579.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:16Z
SAMN26304372	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340580.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:25Z
SAMN26304732	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340581.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:26Z
SAMN26308695	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340582.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:32Z
SAMN26308376	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340583.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:33Z
SAMN26308808	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340584.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:40Z
SAMN26304468	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340585.1	imipenem	susceptible	==	1	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:49Z
SAMN26304649	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340586.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:19:57Z
SAMN26308587	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340587.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:20:10Z
SAMN26308412	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340588.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:09Z
SAMN26308828	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Fluid	PDT001340589.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:17Z
SAMN26309387	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340590.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:26Z
SAMN26305164	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340591.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:34Z
SAMN26305036	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340592.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:43Z
SAMN26308681	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340593.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:21:52Z
SAMN26309420	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340594.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:00Z
SAMN26304605	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340595.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:12Z
SAMN26309327	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340596.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:09Z
SAMN26309026	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340597.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:18Z
SAMN26308405	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340598.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:21Z
SAMN26309028	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340599.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:27Z
SAMN26308361	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340600.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:29Z
SAMN26305017	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340601.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:22:59Z
SAMN26304446	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340602.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:07Z
SAMN26308998	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340603.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:08Z
SAMN26304995	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340604.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:37Z
SAMN26304609	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340605.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:47Z
SAMN26304625	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340606.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:48Z
SAMN26309418	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340607.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:23:55Z
SAMN26308933	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340608.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:24:24Z
SAMN26308599	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340609.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:24:32Z
SAMN26304817	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340610.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:10Z
SAMN26304733	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340611.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:19Z
SAMN26309078	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340612.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:27Z
SAMN26305271	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340613.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:35Z
SAMN26309348	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340614.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:43Z
SAMN26309378	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340615.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:51Z
SAMN26304616	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340616.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:25:59Z
SAMN26309307	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	wound	PDT001340617.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:07Z
SAMN26304838	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340618.1	imipenem	susceptible	==	1	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:09Z
SAMN26309322	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340619.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:38Z
SAMN26308349	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340620.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:46Z
SAMN26308418	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340621.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:52Z
SAMN26304823	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340622.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:26:54Z
SAMN26305029	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340623.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:27:22Z
SAMN26304859	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340624.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:27:29Z
SAMN26308665	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340625.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:27:31Z
SAMN26309263	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340626.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:27:37Z
SAMN26304943	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340627.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:28:09Z
SAMN26304559	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340628.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:28:17Z
SAMN26304667	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340629.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:28:25Z
SAMN26309155	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340630.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:28:34Z
SAMN26308758	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340631.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:28:59Z
SAMN26305288	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340632.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:29:08Z
SAMN26308372	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340633.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:29:10Z
SAMN26304963	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340634.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:29:16Z
SAMN26304507	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340635.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:29:33Z
SAMN26304669	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340636.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:29:56Z
SAMN26304941	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340637.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:05Z
SAMN26304529	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340638.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:11Z
SAMN26304726	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340639.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:20Z
SAMN26304708	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340640.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:29Z
SAMN26308560	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340641.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:29Z
SAMN26309106	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340642.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:40Z
SAMN26305270	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340643.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:38Z
SAMN26304420	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340644.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:30:52Z
SAMN26309279	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340645.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:02Z
SAMN26309347	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340646.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:26Z
SAMN26308987	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340647.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:29Z
SAMN26304886	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340648.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:35Z
SAMN26309313	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340649.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:44Z
SAMN26308346	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340650.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:31:47Z
SAMN26308555	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340651.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:09Z
SAMN26304990	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340652.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:10Z
SAMN26308803	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Perirectal	PDT001340653.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:33Z
SAMN26308907	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340654.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:40Z
SAMN26308534	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340655.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:43Z
SAMN26305178	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340656.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:32:50Z
SAMN26304643	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340657.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:01Z
SAMN26304642	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340658.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:14Z
SAMN26309303	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340659.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:25Z
SAMN26304591	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340660.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:30Z
SAMN26309104	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340661.1	imipenem	susceptible	==	0.5	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:33Z
SAMN26308393	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340662.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:36Z
SAMN26304631	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340663.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:33:45Z
SAMN26304679	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340664.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:09Z
SAMN26308837	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340665.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:18Z
SAMN26308914	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340666.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:26Z
SAMN26309215	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340667.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:36Z
SAMN26308983	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	Tissue	PDT001340668.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:45Z
SAMN26309027	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340669.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:34:55Z
SAMN26304445	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340670.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:35:03Z
SAMN26304693	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340671.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:35:10Z
SAMN26304725	E.coli and Shigella	Escherichia coli	clinical	USA: District of Columbia	urine	PDT001340672.1	imipenem	susceptible	<=	0.25	NA	Phoenix	Becton Dickinson	96-Well Plate	CLSI	2022-06-22T18:35:12Z
